##PopulationSize=1000:NumGeneration=1000:Replicates=1:MutationRate=0.0001:RelativeFitness=1.02000
Gen	Site	Freq.A	Freq.C	Freq.G	Freq.T	Ancestral
90	0	0.95800	0.00100	0.00000	0.04100	A
91	0	0.95300	0.00200	0.00000	0.04500	A
92	0	0.95000	0.00600	0.00000	0.04400	A
93	0	0.94300	0.01000	0.00000	0.04700	A
94	0	0.93100	0.01100	0.00000	0.05800	A
95	0	0.92500	0.01400	0.00000	0.06100	A
96	0	0.90400	0.01500	0.00000	0.08100	A
97	0	0.89400	0.01900	0.00000	0.08700	A
98	0	0.90300	0.01500	0.00000	0.08200	A
99	0	0.90400	0.01200	0.00000	0.08400	A
100	0	0.89300	0.01800	0.00000	0.08900	A
101	0	0.88900	0.02100	0.00000	0.09000	A
102	0	0.88600	0.02400	0.00000	0.09000	A
103	0	0.90100	0.01900	0.00000	0.08000	A
104	0	0.89600	0.02000	0.00000	0.08400	A
105	0	0.89300	0.01800	0.00000	0.08900	A
106	0	0.90000	0.01900	0.00000	0.08100	A
107	0	0.88300	0.02100	0.00000	0.09600	A
108	0	0.90100	0.01300	0.00000	0.08600	A
109	0	0.90500	0.01100	0.00000	0.08400	A
110	0	0.89500	0.00900	0.00000	0.09600	A
111	0	0.89800	0.01100	0.00000	0.09100	A
112	0	0.90400	0.01200	0.00000	0.08400	A
113	0	0.91300	0.01200	0.00000	0.07500	A
114	0	0.91700	0.01200	0.00000	0.07100	A
115	0	0.90300	0.01200	0.00000	0.08500	A
116	0	0.90500	0.01400	0.00000	0.08100	A
117	0	0.90100	0.01400	0.00000	0.08500	A
118	0	0.89500	0.01900	0.00000	0.08600	A
119	0	0.88700	0.02700	0.00000	0.08600	A
120	0	0.90500	0.02500	0.00000	0.07000	A
121	0	0.89700	0.02500	0.00000	0.07800	A
122	0	0.88300	0.03100	0.00000	0.08600	A
123	0	0.88800	0.03600	0.00000	0.07600	A
124	0	0.89600	0.03500	0.00000	0.06900	A
125	0	0.88100	0.04100	0.00000	0.07800	A
126	0	0.88800	0.03800	0.00000	0.07400	A
127	0	0.89900	0.02800	0.00000	0.07300	A
128	0	0.90900	0.02700	0.00100	0.06300	A
129	0	0.90100	0.02200	0.00000	0.07700	A
130	0	0.90200	0.01800	0.00000	0.08000	A
131	0	0.90400	0.02000	0.00000	0.07600	A
132	0	0.88700	0.02400	0.00000	0.08900	A
133	0	0.89800	0.02000	0.00000	0.08200	A
134	0	0.88700	0.01900	0.00100	0.09300	A
135	0	0.89200	0.02000	0.00100	0.08700	A
136	0	0.87800	0.02200	0.00100	0.09900	A
137	0	0.86300	0.02200	0.00300	0.11200	A
138	0	0.86000	0.03100	0.00300	0.10600	A
139	0	0.86200	0.02700	0.00200	0.10900	A
140	0	0.83800	0.03700	0.00200	0.12300	A
141	0	0.84400	0.03000	0.00200	0.12400	A
142	0	0.83300	0.03100	0.00100	0.13500	A
143	0	0.81300	0.03000	0.00200	0.15500	A
144	0	0.81400	0.03700	0.00200	0.14700	A
145	0	0.81800	0.03900	0.00500	0.13800	A
146	0	0.80700	0.03900	0.00600	0.14800	A
147	0	0.81100	0.03800	0.00500	0.14600	A
148	0	0.83200	0.03300	0.00300	0.13200	A
149	0	0.84000	0.03500	0.00100	0.12400	A
150	0	0.82700	0.03900	0.00000	0.13400	A
151	0	0.82600	0.03500	0.00000	0.13900	A
152	0	0.82400	0.03100	0.00000	0.14500	A
153	0	0.83500	0.03000	0.00000	0.13500	A
154	0	0.84900	0.02700	0.00000	0.12400	A
155	0	0.85000	0.02500	0.00000	0.12500	A
156	0	0.85300	0.02100	0.00000	0.12600	A
157	0	0.85600	0.01500	0.00000	0.12900	A
158	0	0.85800	0.01500	0.00000	0.12700	A
159	0	0.84900	0.01700	0.00000	0.13400	A
160	0	0.84800	0.01800	0.00000	0.13400	A
161	0	0.85000	0.02400	0.00000	0.12600	A
162	0	0.82900	0.02700	0.00000	0.14400	A
163	0	0.84000	0.02600	0.00000	0.13400	A
164	0	0.83100	0.03200	0.00000	0.13700	A
165	0	0.86500	0.02000	0.00000	0.11500	A
166	0	0.87200	0.02000	0.00000	0.10800	A
167	0	0.87500	0.01300	0.00000	0.11200	A
168	0	0.85800	0.01600	0.00000	0.12600	A
169	0	0.85900	0.01700	0.00000	0.12400	A
170	0	0.85300	0.01900	0.00000	0.12800	A
171	0	0.87000	0.01700	0.00000	0.11300	A
172	0	0.87900	0.01400	0.00000	0.10700	A
173	0	0.89000	0.01200	0.00000	0.09800	A
174	0	0.89900	0.01500	0.00000	0.08600	A
175	0	0.88300	0.01900	0.00000	0.09800	A
176	0	0.87500	0.02300	0.00000	0.10200	A
177	0	0.87400	0.01800	0.00000	0.10800	A
178	0	0.87100	0.01400	0.00000	0.11500	A
179	0	0.85700	0.02200	0.00000	0.12100	A
180	0	0.85800	0.02100	0.00000	0.12100	A
181	0	0.85900	0.01900	0.00000	0.12200	A
182	0	0.85700	0.01900	0.00100	0.12300	A
183	0	0.85100	0.02200	0.00000	0.12700	A
184	0	0.85400	0.02100	0.00000	0.12500	A
185	0	0.84600	0.01800	0.00000	0.13600	A
186	0	0.84000	0.01700	0.00000	0.14300	A
187	0	0.83500	0.01500	0.00000	0.15000	A
188	0	0.84100	0.01600	0.00000	0.14300	A
189	0	0.84500	0.02300	0.00000	0.13200	A
190	0	0.82400	0.02900	0.00000	0.14700	A
191	0	0.82500	0.03800	0.00000	0.13700	A
192	0	0.81300	0.05700	0.00000	0.13000	A
193	0	0.81700	0.05600	0.00000	0.12700	A
194	0	0.80700	0.06100	0.00000	0.13200	A
195	0	0.81400	0.04600	0.00000	0.14000	A
196	0	0.80800	0.05100	0.00000	0.14100	A
197	0	0.79000	0.05000	0.00000	0.16000	A
198	0	0.78800	0.05900	0.00000	0.15300	A
199	0	0.77700	0.05800	0.00100	0.16400	A
200	0	0.75200	0.06700	0.00200	0.17900	A
201	0	0.74000	0.06800	0.00000	0.19200	A
202	0	0.74100	0.06300	0.00000	0.19600	A
203	0	0.72400	0.05800	0.00000	0.21800	A
204	0	0.74000	0.06700	0.00000	0.19300	A
205	0	0.71800	0.06000	0.00000	0.22200	A
206	0	0.71900	0.07000	0.00000	0.21100	A
207	0	0.73200	0.06700	0.00000	0.20100	A
208	0	0.76700	0.06600	0.00000	0.16700	A
209	0	0.76100	0.05600	0.00000	0.18300	A
210	0	0.75300	0.05400	0.00000	0.19300	A
211	0	0.76100	0.05500	0.00000	0.18400	A
212	0	0.77200	0.06500	0.00000	0.16300	A
213	0	0.75600	0.07000	0.00000	0.17400	A
214	0	0.73400	0.08100	0.00000	0.18500	A
215	0	0.71300	0.07200	0.00000	0.21500	A
216	0	0.70200	0.06100	0.00000	0.23700	A
217	0	0.69700	0.06500	0.00000	0.23800	A
218	0	0.70200	0.06100	0.00000	0.23700	A
219	0	0.71000	0.06400	0.00000	0.22600	A
220	0	0.72400	0.06500	0.00000	0.21100	A
221	0	0.72300	0.07000	0.00000	0.20700	A
222	0	0.72500	0.07700	0.00000	0.19800	A
223	0	0.71500	0.08700	0.00000	0.19800	A
224	0	0.71500	0.08000	0.00000	0.20500	A
225	0	0.71200	0.06300	0.00000	0.22500	A
226	0	0.71300	0.06300	0.00000	0.22400	A
227	0	0.68300	0.07900	0.00000	0.23800	A
228	0	0.67100	0.08000	0.00000	0.24900	A
229	0	0.67400	0.08000	0.00000	0.24600	A
230	0	0.66000	0.07600	0.00000	0.26400	A
231	0	0.67100	0.06400	0.00000	0.26500	A
232	0	0.68200	0.06600	0.00000	0.25200	A
233	0	0.67500	0.07100	0.00000	0.25400	A
234	0	0.64900	0.07100	0.00000	0.28000	A
235	0	0.65100	0.05200	0.00100	0.29600	A
236	0	0.65700	0.06000	0.00100	0.28200	A
237	0	0.65300	0.06600	0.00100	0.28000	A
238	0	0.64600	0.07100	0.00100	0.28200	A
239	0	0.66300	0.07100	0.00200	0.26400	A
240	0	0.64600	0.06300	0.00200	0.28900	A
241	0	0.64900	0.04700	0.00200	0.30200	A
242	0	0.68100	0.04500	0.00200	0.27200	A
243	0	0.65500	0.04200	0.00200	0.30100	A
244	0	0.63400	0.04300	0.00300	0.32000	A
245	0	0.60100	0.05000	0.00200	0.34700	A
246	0	0.56700	0.04900	0.00300	0.38100	A
247	0	0.55300	0.03900	0.00600	0.40200	A
248	0	0.55800	0.03000	0.00900	0.40300	A
249	0	0.54200	0.02600	0.00200	0.43000	A
250	0	0.52400	0.03400	0.00100	0.44100	A
251	0	0.53300	0.02500	0.00100	0.44100	A
252	0	0.51200	0.03400	0.00100	0.45300	A
253	0	0.49200	0.02400	0.00100	0.48300	A
254	0	0.49000	0.03100	0.00100	0.47800	A
255	0	0.47000	0.03400	0.00000	0.49600	A
256	0	0.47900	0.03800	0.00000	0.48300	A
257	0	0.47800	0.04700	0.00000	0.47500	A
258	0	0.45100	0.05200	0.00000	0.49700	A
259	0	0.45100	0.05900	0.00000	0.49000	A
260	0	0.47400	0.04700	0.00000	0.47900	A
261	0	0.45000	0.04500	0.00000	0.50500	A
262	0	0.45500	0.04200	0.00000	0.50300	A
263	0	0.45300	0.04300	0.00000	0.50400	A
264	0	0.43900	0.04600	0.00000	0.51500	A
265	0	0.43400	0.05600	0.00000	0.51000	A
266	0	0.43900	0.04900	0.00000	0.51200	A
267	0	0.43100	0.05600	0.00000	0.51300	A
268	0	0.41600	0.06100	0.00000	0.52300	A
269	0	0.39900	0.07400	0.00000	0.52700	A
270	0	0.39000	0.08100	0.00000	0.52900	A
271	0	0.39600	0.07700	0.00000	0.52700	A
272	0	0.38600	0.08200	0.00000	0.53200	A
273	0	0.37400	0.10300	0.00000	0.52300	A
274	0	0.35600	0.10300	0.00000	0.54100	A
275	0	0.37000	0.10200	0.00000	0.52800	A
276	0	0.36100	0.09100	0.00000	0.54800	A
277	0	0.36600	0.10800	0.00000	0.52600	A
278	0	0.36400	0.09900	0.00000	0.53700	A
279	0	0.37900	0.10200	0.00000	0.51900	A
280	0	0.35500	0.11700	0.00000	0.52800	A
281	0	0.34700	0.12500	0.00000	0.52800	A
282	0	0.39100	0.10000	0.00000	0.50900	A
283	0	0.38100	0.10400	0.00000	0.51500	A
284	0	0.37900	0.10100	0.00000	0.52000	A
285	0	0.36400	0.11500	0.00000	0.52100	A
286	0	0.37500	0.11100	0.00000	0.51400	A
287	0	0.34700	0.13300	0.00000	0.52000	A
288	0	0.31800	0.14200	0.00000	0.54000	A
289	0	0.32200	0.14500	0.00000	0.53300	A
290	0	0.29300	0.16400	0.00000	0.54300	A
291	0	0.27300	0.16600	0.00000	0.56100	A
292	0	0.25500	0.17300	0.00000	0.57200	A
293	0	0.25600	0.18200	0.00000	0.56200	A
294	0	0.24600	0.19200	0.00000	0.56200	A
295	0	0.23900	0.19300	0.00000	0.56800	A
296	0	0.22800	0.18600	0.00000	0.58600	A
297	0	0.26200	0.17900	0.00000	0.55900	A
298	0	0.25200	0.16600	0.00000	0.58200	A
299	0	0.26500	0.16800	0.00000	0.56700	A
300	0	0.27900	0.16300	0.00000	0.55800	A
301	0	0.26300	0.16200	0.00000	0.57500	A
302	0	0.27000	0.15300	0.00000	0.57700	A
303	0	0.26600	0.15200	0.00000	0.58200	A
304	0	0.25800	0.15400	0.00000	0.58800	A
305	0	0.26100	0.16500	0.00000	0.57400	A
306	0	0.26400	0.14600	0.00000	0.59000	A
307	0	0.26700	0.15100	0.00000	0.58200	A
308	0	0.25100	0.15900	0.00000	0.59000	A
309	0	0.25800	0.16500	0.00000	0.57700	A
310	0	0.23700	0.16500	0.00000	0.59800	A
311	0	0.24200	0.17700	0.00000	0.58100	A
312	0	0.22100	0.16100	0.00000	0.61800	A
313	0	0.20700	0.15000	0.00000	0.64300	A
314	0	0.20900	0.16600	0.00000	0.62500	A
315	0	0.20100	0.16400	0.00000	0.63500	A
316	0	0.20800	0.16700	0.00100	0.62400	A
317	0	0.21100	0.17700	0.00000	0.61200	A
318	0	0.21600	0.16700	0.00000	0.61700	A
319	0	0.21200	0.18300	0.00000	0.60500	A
320	0	0.21800	0.21200	0.00000	0.57000	A
321	0	0.22100	0.23100	0.00000	0.54800	A
322	0	0.21500	0.23000	0.00000	0.55500	A
323	0	0.19000	0.23700	0.00000	0.57300	A
324	0	0.19900	0.23700	0.00000	0.56400	A
325	0	0.19200	0.23500	0.00000	0.57300	A
326	0	0.16100	0.26300	0.00000	0.57600	A
327	0	0.16300	0.26000	0.00000	0.57700	A
328	0	0.16900	0.27800	0.00000	0.55300	A
329	0	0.18100	0.26800	0.00000	0.55100	A
330	0	0.18900	0.27800	0.00000	0.53300	A
331	0	0.18000	0.26200	0.00000	0.55800	A
332	0	0.17800	0.24800	0.00000	0.57400	A
333	0	0.17200	0.26200	0.00000	0.56600	A
334	0	0.18100	0.24600	0.00000	0.57300	A
335	0	0.15200	0.25100	0.00000	0.59700	A
336	0	0.15300	0.22400	0.00000	0.62300	A
337	0	0.15700	0.23400	0.00000	0.60900	A
338	0	0.15600	0.24200	0.00000	0.60200	A
339	0	0.17500	0.22900	0.00000	0.59600	A
340	0	0.18600	0.22100	0.00000	0.59300	A
341	0	0.16800	0.22100	0.00000	0.61100	A
342	0	0.17500	0.22000	0.00000	0.60500	A
343	0	0.17500	0.22400	0.00000	0.60100	A
344	0	0.15800	0.23700	0.00000	0.60500	A
345	0	0.16100	0.22700	0.00100	0.61100	A
346	0	0.17300	0.22500	0.00300	0.59900	A
347	0	0.17400	0.20900	0.00400	0.61300	A
348	0	0.16200	0.20400	0.00200	0.63200	A
349	0	0.16800	0.19300	0.00400	0.63500	A
350	0	0.14700	0.20900	0.00400	0.64000	A
351	0	0.13800	0.20800	0.00600	0.64800	A
352	0	0.13900	0.19700	0.00500	0.65900	A
353	0	0.13700	0.19300	0.00600	0.66400	A
354	0	0.16400	0.19600	0.00500	0.63500	A
355	0	0.17500	0.20900	0.00400	0.61200	A
356	0	0.18100	0.20700	0.00100	0.61100	A
357	0	0.18100	0.20900	0.00000	0.61000	A
358	0	0.15400	0.20800	0.00000	0.63800	A
359	0	0.13100	0.22500	0.00000	0.64400	A
360	0	0.12900	0.22200	0.00000	0.64900	A
361	0	0.12000	0.23200	0.00000	0.64800	A
362	0	0.12400	0.22100	0.00000	0.65500	A
363	0	0.12000	0.22500	0.00000	0.65500	A
364	0	0.10700	0.19900	0.00000	0.69400	A
365	0	0.10400	0.19900	0.00000	0.69700	A
366	0	0.09800	0.20300	0.00000	0.69900	A
367	0	0.10100	0.19800	0.00000	0.70100	A
368	0	0.11100	0.19100	0.00000	0.69800	A
369	0	0.11000	0.17700	0.00000	0.71300	A
370	0	0.10200	0.17700	0.00000	0.72100	A
371	0	0.09200	0.17800	0.00000	0.73000	A
372	0	0.08900	0.16800	0.00000	0.74300	A
373	0	0.09300	0.16600	0.00100	0.74000	A
374	0	0.09400	0.17200	0.00100	0.73300	A
375	0	0.08200	0.14500	0.00200	0.77100	A
376	0	0.08700	0.12900	0.00100	0.78300	A
377	0	0.09500	0.12100	0.00100	0.78300	A
378	0	0.10300	0.12100	0.00100	0.77500	A
379	0	0.10000	0.14300	0.00000	0.75700	A
380	0	0.11300	0.13800	0.00000	0.74900	A
381	0	0.09700	0.14700	0.00000	0.75600	A
382	0	0.08200	0.15500	0.00000	0.76300	A
383	0	0.07800	0.16700	0.00000	0.75500	A
384	0	0.08300	0.16400	0.00000	0.75300	A
385	0	0.09400	0.17200	0.00000	0.73400	A
386	0	0.08400	0.18300	0.00000	0.73300	A
387	0	0.07500	0.16500	0.00000	0.76000	A
388	0	0.05600	0.15300	0.00100	0.79000	A
389	0	0.03900	0.14200	0.00100	0.81800	A
390	0	0.03300	0.13900	0.00100	0.82700	A
391	0	0.03900	0.13700	0.00200	0.82200	A
392	0	0.05300	0.13300	0.00300	0.81100	A
393	0	0.05400	0.13500	0.00300	0.80800	A
394	0	0.05600	0.13400	0.00400	0.80600	A
395	0	0.05500	0.13500	0.00300	0.80700	A
396	0	0.04500	0.12700	0.00200	0.82600	A
397	0	0.02700	0.11900	0.00200	0.85200	A
398	0	0.02900	0.11800	0.00200	0.85100	A
399	0	0.03400	0.10800	0.00300	0.85500	A
400	0	0.02800	0.09600	0.00600	0.87000	A
401	0	0.02900	0.09700	0.00500	0.86900	A
402	0	0.02600	0.10400	0.00600	0.86400	A
403	0	0.02900	0.11000	0.00600	0.85500	A
404	0	0.02800	0.09100	0.00600	0.87500	A
405	0	0.03100	0.09200	0.00500	0.87200	A
406	0	0.02900	0.10000	0.00800	0.86300	A
407	0	0.02900	0.10900	0.01200	0.85000	A
408	0	0.03100	0.12200	0.01500	0.83200	A
409	0	0.03100	0.11800	0.01300	0.83800	A
410	0	0.03400	0.12500	0.01600	0.82500	A
411	0	0.02800	0.12900	0.01200	0.83100	A
412	0	0.02400	0.11100	0.01100	0.85400	A
413	0	0.01300	0.10600	0.01400	0.86700	A
414	0	0.01500	0.11400	0.01500	0.85600	A
415	0	0.01900	0.12900	0.01500	0.83700	A
416	0	0.01400	0.12500	0.01700	0.84400	A
417	0	0.01700	0.12300	0.01400	0.84600	A
418	0	0.01800	0.12400	0.01800	0.84000	A
419	0	0.01000	0.12500	0.01800	0.84700	A
420	0	0.00800	0.12700	0.01700	0.84800	A
421	0	0.01300	0.12600	0.01600	0.84500	A
422	0	0.01400	0.11200	0.01600	0.85800	A
423	0	0.00900	0.11400	0.02100	0.85600	A
424	0	0.01100	0.13600	0.02500	0.82800	A
425	0	0.01500	0.14700	0.02800	0.81000	A
426	0	0.01000	0.15700	0.03300	0.80000	A
427	0	0.00700	0.16400	0.02800	0.80100	A
428	0	0.01100	0.16500	0.02900	0.79500	A
429	0	0.01600	0.16600	0.03100	0.78700	A
430	0	0.01600	0.16400	0.03800	0.78200	A
431	0	0.01900	0.17700	0.03100	0.77300	A
432	0	0.01300	0.19100	0.02200	0.77400	A
433	0	0.01300	0.18800	0.01500	0.78400	A
434	0	0.01400	0.19000	0.01100	0.78500	A
435	0	0.00700	0.19500	0.01500	0.78300	A
436	0	0.00800	0.18600	0.01800	0.78800	A
437	0	0.00600	0.19500	0.02200	0.77700	A
438	0	0.01000	0.19000	0.02300	0.77700	A
439	0	0.00900	0.19600	0.01900	0.77600	A
440	0	0.00500	0.20100	0.01500	0.77900	A
441	0	0.01000	0.19700	0.01100	0.78200	A
442	0	0.01300	0.19800	0.01000	0.77900	A
443	0	0.01500	0.20700	0.01000	0.76800	A
444	0	0.01800	0.21300	0.00900	0.76000	A
445	0	0.01000	0.21700	0.01000	0.76300	A
446	0	0.00900	0.20000	0.01200	0.77900	A
447	0	0.01000	0.21100	0.00300	0.77600	A
448	0	0.00600	0.22500	0.00300	0.76600	A
449	0	0.00600	0.23400	0.00400	0.75600	A
450	0	0.00900	0.22400	0.00300	0.76400	A
451	0	0.00500	0.24600	0.00400	0.74500	A
452	0	0.00200	0.26100	0.00600	0.73100	A
453	0	0.00000	0.27700	0.00600	0.71700	A
454	0	0.00000	0.27300	0.00600	0.72100	A
455	0	0.00000	0.27100	0.00600	0.72300	A
456	0	0.00000	0.28300	0.00200	0.71500	A
457	0	0.00000	0.30200	0.00200	0.69600	A
458	0	0.00000	0.29500	0.00200	0.70300	A
459	0	0.00100	0.30500	0.00300	0.69100	A
460	0	0.00100	0.29100	0.00600	0.70200	A
461	0	0.00300	0.30000	0.00600	0.69100	A
462	0	0.00200	0.29400	0.00400	0.70000	A
463	0	0.00200	0.25600	0.00500	0.73700	A
464	0	0.00100	0.26000	0.00400	0.73500	A
465	0	0.00000	0.26900	0.00400	0.72700	A
466	0	0.00000	0.29400	0.00400	0.70200	A
467	0	0.00000	0.27200	0.00200	0.72600	A
468	0	0.00000	0.28800	0.00100	0.71100	A
469	0	0.00000	0.29000	0.00200	0.70800	A
470	0	0.00000	0.30900	0.00200	0.68900	A
471	0	0.00000	0.33000	0.00400	0.66600	A
472	0	0.00000	0.33700	0.00500	0.65800	A
473	0	0.00000	0.34100	0.00400	0.65500	A
474	0	0.00000	0.36400	0.00200	0.63400	A
475	0	0.00000	0.37400	0.00100	0.62500	A
476	0	0.00000	0.38500	0.00200	0.61300	A
477	0	0.00100	0.39000	0.00300	0.60600	A
478	0	0.00100	0.39600	0.00200	0.60100	A
479	0	0.00000	0.42200	0.00000	0.57800	A
480	0	0.00100	0.42000	0.00000	0.57900	A
481	0	0.00100	0.43800	0.00000	0.56100	A
482	0	0.00100	0.46700	0.00000	0.53200	A
483	0	0.00000	0.48800	0.00000	0.51200	A
484	0	0.00000	0.48100	0.00000	0.51900	A
485	0	0.00000	0.47900	0.00000	0.52100	A
486	0	0.00000	0.47500	0.00000	0.52500	A
487	0	0.00000	0.46400	0.00000	0.53600	A
488	0	0.00000	0.44000	0.00000	0.56000	A
489	0	0.00000	0.42400	0.00000	0.57600	A
490	0	0.00000	0.45100	0.00000	0.54900	A
491	0	0.00000	0.46300	0.00000	0.53700	A
492	0	0.00000	0.48000	0.00000	0.52000	A
493	0	0.00000	0.49500	0.00000	0.50500	A
494	0	0.00000	0.47000	0.00000	0.53000	A
495	0	0.00000	0.46600	0.00100	0.53300	A
496	0	0.00000	0.46800	0.00300	0.52900	A
497	0	0.00000	0.47100	0.00400	0.52500	A
498	0	0.00000	0.46900	0.00600	0.52500	A
499	0	0.00000	0.49500	0.00900	0.49600	A
500	0	0.00000	0.48900	0.01300	0.49800	A
501	0	0.00000	0.50000	0.01200	0.48800	A
502	0	0.00000	0.51300	0.01100	0.47600	A
503	0	0.00000	0.52600	0.01200	0.46200	A
504	0	0.00000	0.52000	0.00500	0.47500	A
505	0	0.00000	0.53200	0.00600	0.46200	A
506	0	0.00000	0.56000	0.00600	0.43400	A
507	0	0.00000	0.56900	0.00700	0.42400	A
508	0	0.00000	0.57400	0.00300	0.42300	A
509	0	0.00000	0.58500	0.00500	0.41000	A
510	0	0.00000	0.58600	0.00200	0.41200	A
511	0	0.00000	0.56500	0.00200	0.43300	A
512	0	0.00000	0.56600	0.00300	0.43100	A
513	0	0.00000	0.59700	0.00200	0.40100	A
514	0	0.00000	0.60600	0.00000	0.39400	A
515	0	0.00000	0.60600	0.00000	0.39400	A
516	0	0.00000	0.58500	0.00000	0.41500	A
517	0	0.00000	0.59800	0.00000	0.40200	A
518	0	0.00000	0.60600	0.00000	0.39400	A
519	0	0.00000	0.64800	0.00000	0.35200	A
520	0	0.00000	0.67200	0.00000	0.32800	A
521	0	0.00000	0.65600	0.00000	0.34400	A
522	0	0.00000	0.65400	0.00000	0.34600	A
523	0	0.00000	0.66700	0.00000	0.33300	A
524	0	0.00000	0.67800	0.00000	0.32200	A
525	0	0.00000	0.66500	0.00000	0.33500	A
526	0	0.00100	0.68400	0.00000	0.31500	A
527	0	0.00100	0.67600	0.00000	0.32300	A
528	0	0.00000	0.69800	0.00000	0.30200	A
529	0	0.00000	0.68600	0.00000	0.31400	A
530	0	0.00000	0.70200	0.00000	0.29800	A
